Rank,Interval start (s),Interval end (s),Sum of abs(slope),Slope: Tref (°C),Slope: t2 (°C),Mean: Tref (°C),Mean: t2 (°C),Min: Tref (°C),Max: Tref (°C),Min: t2 (°C),Max: t2 (°C)
230,9760.000000,9819.000000,0.000329,-0.000106,0.000223,64.095586,62.996667,64.093246,64.100296,62.980000,63.010000
231,2030.000000,2089.000000,0.000331,0.000075,-0.000256,60.727323,59.611000,60.720932,60.728897,59.590000,59.630000
232,4520.000000,4579.000000,0.000332,0.000176,0.000156,58.912568,57.657333,58.906754,58.917496,57.650000,57.670000
233,4190.000000,4249.000000,0.000333,0.000060,0.000273,58.886771,57.634333,58.884140,58.889145,57.620000,57.660000
234,4830.000000,4889.000000,0.000334,0.000216,0.000118,58.956282,57.699000,58.950455,58.961899,57.690000,57.710000
235,3470.000000,3529.000000,0.000336,-0.000217,-0.000119,58.912842,57.509000,58.907822,58.919601,57.500000,57.520000
236,9430.000000,9489.000000,0.000337,-0.000186,-0.000151,64.135858,63.015667,64.131882,64.146896,63.000000,63.030000
237,5260.000000,5319.000000,0.000337,-0.000101,-0.000236,59.013188,57.758667,59.009445,59.016495,57.740000,57.770000
238,6170.000000,6229.000000,0.000338,0.000053,0.000285,58.977730,57.738500,58.976273,58.980026,57.730000,57.750000
239,580.000000,639.000000,0.000341,0.000214,0.000127,52.113168,50.810167,52.107742,52.120163,50.800000,50.830000
240,9610.000000,9669.000000,0.000343,-0.000261,0.000082,64.118334,63.005000,64.111954,64.125717,63.000000,63.030000
241,9600.000000,9659.000000,0.000344,-0.000249,0.000095,64.120635,63.005167,64.113052,64.126205,62.990000,63.030000
242,3560.000000,3619.000000,0.000344,-0.000247,0.000097,58.888891,57.514167,58.882248,58.897232,57.500000,57.520000
243,5230.000000,5289.000000,0.000345,-0.000094,-0.000250,59.015926,57.766500,59.012100,59.017715,57.750000,57.780000
244,4260.000000,4319.000000,0.000346,-0.000083,0.000263,58.882762,57.662167,58.880814,58.885696,57.650000,57.680000
245,5240.000000,5299.000000,0.000350,-0.000115,-0.000235,59.014992,57.764000,59.011734,59.017593,57.750000,57.780000
246,4670.000000,4729.000000,0.000350,0.000296,0.000055,58.942746,57.673500,58.930984,58.948654,57.660000,57.690000
247,5740.000000,5799.000000,0.000353,-0.000015,0.000338,58.993026,57.744667,58.991959,58.994034,57.730000,57.770000
248,5310.000000,5369.000000,0.000354,0.000135,0.000219,59.013294,57.763333,59.009384,59.017380,57.740000,57.780000
249,6460.000000,6519.000000,0.000355,-0.000139,0.000216,58.952272,57.750833,58.949173,58.960037,57.730000,57.770000
250,4170.000000,4229.000000,0.000355,0.000155,0.000199,58.884520,57.628667,58.878952,58.888168,57.610000,57.640000
251,3910.000000,3969.000000,0.000357,0.000152,0.000205,58.872095,57.591833,58.867813,58.876419,57.580000,57.600000
252,3710.000000,3769.000000,0.000358,-0.000215,0.000143,58.849380,57.539833,58.845688,58.857742,57.530000,57.550000
253,6360.000000,6419.000000,0.000358,-0.000240,0.000118,58.978704,57.759667,58.968124,58.984726,57.740000,57.790000
254,2040.000000,2099.000000,0.000358,-0.000022,-0.000336,60.727799,59.608000,60.724045,60.728897,59.590000,59.630000
255,5300.000000,5359.000000,0.000360,0.000087,0.000273,59.012529,57.761167,59.009384,59.015945,57.740000,57.780000
256,4590.000000,4649.000000,0.000363,0.000109,0.000254,58.920864,57.660667,58.918655,58.926041,57.650000,57.670000
257,3520.000000,3579.000000,0.000365,-0.000340,0.000025,58.901170,57.510500,58.891159,58.909103,57.500000,57.520000
258,3810.000000,3869.000000,0.000366,0.000057,0.000309,58.853838,57.555833,58.851151,58.856888,57.540000,57.570000
259,2050.000000,2109.000000,0.000366,-0.000108,-0.000259,60.727044,59.604833,60.721970,60.728897,59.590000,59.620000
260,30.000000,89.000000,0.000366,0.000096,-0.000271,52.187951,51.084333,52.182205,52.189957,51.070000,51.100000
261,60.000000,119.000000,0.000369,0.000012,-0.000356,52.189372,51.076167,52.188675,52.190262,51.060000,51.090000
262,9660.000000,9719.000000,0.000378,-0.000156,-0.000222,64.108852,63.001333,64.104721,64.113113,62.990000,63.020000
263,510.000000,569.000000,0.000381,-0.000078,-0.000303,52.112412,50.822833,52.108566,52.115768,50.810000,50.840000
264,5730.000000,5789.000000,0.000382,-0.000014,0.000368,58.993054,57.741500,58.991959,58.994034,57.730000,57.760000
265,4690.000000,4749.000000,0.000383,0.000087,0.000297,58.947169,57.678000,58.940353,58.949203,57.660000,57.700000
266,530.000000,589.000000,0.000389,-0.000103,-0.000286,52.110567,50.816333,52.107529,52.113419,50.810000,50.830000
267,4680.000000,4739.000000,0.000393,0.000178,0.000215,58.945363,57.675500,58.935104,58.948990,57.660000,57.690000
268,4660.000000,4719.000000,0.000394,0.000390,0.000004,58.940119,57.673000,58.930496,58.948654,57.660000,57.690000
269,4250.000000,4309.000000,0.000395,-0.000098,0.000297,58.883575,57.658667,58.880814,58.886124,57.640000,57.670000
270,9150.000000,9209.000000,0.000397,-0.000183,-0.000213,64.211100,63.152000,64.207321,64.219040,63.130000,63.170000
271,6510.000000,6569.000000,0.000403,0.000138,0.000265,58.953677,57.761167,58.949509,58.956955,57.740000,57.770000
272,5440.000000,5499.000000,0.000407,-0.000088,-0.000319,59.024427,57.772167,59.018814,59.026199,57.750000,57.800000
273,5250.000000,5309.000000,0.000409,-0.000110,-0.000299,59.014110,57.761667,59.011734,59.017197,57.750000,57.780000
274,4240.000000,4299.000000,0.000411,-0.000103,0.000308,58.884535,57.654500,58.881699,58.888626,57.630000,57.670000
275,3820.000000,3879.000000,0.000412,0.000042,0.000370,58.854562,57.558500,58.852768,58.858353,57.540000,57.570000
276,5530.000000,5589.000000,0.000413,-0.000252,-0.000161,58.993547,57.757333,58.987869,59.004623,57.740000,57.770000
277,4380.000000,4439.000000,0.000415,0.000139,-0.000276,58.887911,57.664500,58.884171,58.892258,57.650000,57.680000
278,4650.000000,4709.000000,0.000416,0.000402,-0.000014,58.936657,57.672500,58.926590,58.947403,57.660000,57.690000
279,5520.000000,5579.000000,0.000420,-0.000362,-0.000058,58.996783,57.758667,58.990036,59.009628,57.740000,57.770000
280,4930.000000,4989.000000,0.000424,0.000127,0.000297,58.973911,57.711333,58.969437,58.978226,57.690000,57.730000
281,4200.000000,4259.000000,0.000427,0.000012,0.000415,58.886974,57.637333,58.885361,58.889145,57.620000,57.660000
282,5370.000000,5429.000000,0.000429,0.000152,0.000277,59.020932,57.766667,59.017380,59.024704,57.740000,57.780000
283,3330.000000,3389.000000,0.000430,-0.000371,-0.000059,58.974489,57.527667,58.963669,58.987045,57.520000,57.540000
284,3530.000000,3589.000000,0.000433,-0.000366,0.000066,58.898008,57.512000,58.888809,58.907730,57.500000,57.520000
285,4900.000000,4959.000000,0.000434,0.000171,-0.000263,58.969519,57.709833,58.965042,58.973648,57.690000,57.720000
286,4490.000000,4549.000000,0.000434,0.000288,-0.000146,58.905365,57.657167,58.896957,58.912094,57.650000,57.670000
287,4630.000000,4689.000000,0.000435,0.000306,0.000129,58.929365,57.670667,58.921402,58.940079,57.660000,57.680000
288,6580.000000,6639.000000,0.000436,0.000111,-0.000325,58.959823,57.763333,58.957352,58.962814,57.740000,57.780000
289,4810.000000,4869.000000,0.000439,0.000186,0.000253,58.952675,57.695667,58.948990,58.959579,57.680000,57.710000
290,3700.000000,3759.000000,0.000441,-0.000285,0.000155,58.851631,57.538500,58.845688,58.860092,57.530000,57.550000
291,5800.000000,5859.000000,0.000443,0.000161,0.000283,58.998401,57.751500,58.992905,59.001968,57.740000,57.770000
292,520.000000,579.000000,0.000443,-0.000105,-0.000339,52.111357,50.819500,52.107529,52.113907,50.810000,50.840000
293,9680.000000,9739.000000,0.000444,-0.000145,-0.000299,64.105954,62.997667,64.101425,64.111038,62.980000,63.020000
294,7940.000000,7999.000000,0.000447,-0.000164,-0.000283,65.329032,64.340500,65.324051,65.332596,64.320000,64.360000
295,9140.000000,9199.000000,0.000451,-0.000248,-0.000203,64.213239,63.155167,64.207993,64.223373,63.140000,63.170000
296,3540.000000,3599.000000,0.000455,-0.000329,0.000127,58.894827,57.512333,58.886154,58.906418,57.500000,57.520000
297,3440.000000,3499.000000,0.000456,-0.000270,-0.000186,58.920243,57.514500,58.911484,58.930893,57.500000,57.530000
298,4910.000000,4969.000000,0.000458,0.000152,-0.000306,58.970964,57.709333,58.965500,58.974594,57.690000,57.720000
299,4460.000000,4519.000000,0.000458,0.000192,-0.000266,58.897918,57.663667,58.893906,58.904770,57.650000,57.680000
300,5560.000000,5619.000000,0.000458,-0.000140,-0.000318,58.987767,57.749667,58.984116,58.991470,57.730000,57.770000
301,3680.000000,3739.000000,0.000459,-0.000284,0.000174,58.857020,57.534500,58.847336,58.864700,57.520000,57.550000
302,4860.000000,4919.000000,0.000459,0.000173,0.000286,58.962633,57.704000,58.955856,58.968216,57.690000,57.720000
303,6500.000000,6559.000000,0.000459,0.000131,0.000328,58.952574,57.758000,58.949173,58.956253,57.740000,57.770000
304,4640.000000,4699.000000,0.000461,0.000368,0.000093,58.932949,57.672167,58.923325,58.945999,57.660000,57.690000
305,3430.000000,3489.000000,0.000461,-0.000365,-0.000097,58.923659,57.516000,58.915421,58.937271,57.500000,57.530000
306,5030.000000,5089.000000,0.000463,0.000416,0.000047,59.002846,57.752667,58.988907,59.013718,57.740000,57.770000
307,9670.000000,9729.000000,0.000463,-0.000155,-0.000309,64.107518,62.999167,64.103378,64.112137,62.980000,63.020000
308,5810.000000,5869.000000,0.000464,0.000120,0.000344,58.999786,57.753167,58.994492,59.002121,57.740000,57.770000
309,5540.000000,5599.000000,0.000468,-0.000164,-0.000304,58.990899,57.756500,58.986557,58.997177,57.740000,57.770000
310,3690.000000,3749.000000,0.000470,-0.000305,0.000164,58.854156,57.537000,58.845688,58.862411,57.530000,57.550000
311,4600.000000,4659.000000,0.000470,0.000171,0.000299,58.922299,57.663500,58.918655,58.930496,57.650000,57.680000
312,4700.000000,4759.000000,0.000471,0.000035,0.000436,58.947977,57.680667,58.944931,58.949203,57.660000,57.700000
313,5040.000000,5099.000000,0.000474,0.000353,0.000121,59.006504,57.753833,58.996048,59.013962,57.740000,57.770000
314,5890.000000,5949.000000,0.000479,-0.000096,-0.000383,58.993927,57.753000,58.991104,58.997971,57.730000,57.770000
315,3460.000000,3519.000000,0.000480,-0.000239,-0.000241,58.914910,57.510833,58.908890,58.922440,57.500000,57.530000
316,4120.000000,4179.000000,0.000481,0.000154,0.000327,58.875067,57.605000,58.871384,58.879501,57.590000,57.630000
317,3340.000000,3399.000000,0.000484,-0.000411,-0.000073,58.970316,57.527000,58.955948,58.981155,57.510000,57.540000
318,6350.000000,6409.000000,0.000484,-0.000186,0.000298,58.980822,57.758167,58.973526,58.984756,57.740000,57.790000
319,3610.000000,3669.000000,0.000487,-0.000231,0.000256,58.877819,57.517167,58.868088,58.884201,57.500000,57.540000
320,110.000000,169.000000,0.000487,-0.000021,-0.000466,52.189414,51.048333,52.188675,52.190262,51.030000,51.070000
321,3660.000000,3719.000000,0.000490,-0.000269,0.000221,58.862665,57.531000,58.854935,58.873795,57.520000,57.550000
322,3450.000000,3509.000000,0.000493,-0.000248,-0.000245,58.917281,57.512833,58.909317,58.925583,57.500000,57.530000
323,3830.000000,3889.000000,0.000494,0.000082,0.000412,58.855634,57.561500,58.853592,58.861343,57.540000,57.580000
324,5510.000000,5569.000000,0.000496,-0.000459,0.000037,59.000469,57.759833,58.990646,59.013901,57.750000,57.770000
325,3550.000000,3609.000000,0.000496,-0.000294,0.000202,58.891626,57.513333,58.884171,58.902176,57.500000,57.520000
326,5380.000000,5439.000000,0.000496,0.000141,0.000355,59.022161,57.770500,59.017838,59.025070,57.750000,57.800000
327,4820.000000,4879.000000,0.000496,0.000217,0.000279,58.954465,57.697500,58.949600,58.960037,57.680000,57.710000
328,5500.000000,5559.000000,0.000497,-0.000488,-0.000009,59.004623,57.760667,58.991409,59.017593,57.750000,57.770000
329,4710.000000,4769.000000,0.000498,0.000023,0.000475,58.948248,57.685500,58.944931,58.949203,57.670000,57.710000
330,390.000000,449.000000,0.000503,-0.000162,-0.000341,52.133408,50.874333,52.128250,52.138199,50.860000,50.900000
331,4620.000000,4679.000000,0.000504,0.000256,0.000248,58.926402,57.668667,58.920090,58.933792,57.660000,57.680000
332,4720.000000,4779.000000,0.000509,0.000034,0.000475,58.948295,57.689667,58.944931,58.949203,57.670000,57.710000
333,9290.000000,9349.000000,0.000512,-0.000125,-0.000387,64.192643,63.077500,64.189133,64.195572,63.050000,63.090000
334,4480.000000,4539.000000,0.000514,0.000305,-0.000208,58.902726,57.658333,58.894943,58.911118,57.650000,57.670000
335,9250.000000,9309.000000,0.000515,-0.000156,-0.000359,64.198111,63.087500,64.194138,64.202744,63.070000,63.120000
336,3670.000000,3729.000000,0.000520,-0.000251,0.000269,58.859860,57.532833,58.850540,58.867111,57.520000,57.550000
337,4230.000000,4289.000000,0.000522,-0.000112,0.000410,58.885628,57.651000,58.882278,58.889145,57.630000,57.670000
338,5450.000000,5509.000000,0.000527,-0.000195,-0.000332,59.022869,57.770000,59.013870,59.026199,57.750000,57.800000
339,5470.000000,5529.000000,0.000528,-0.000353,-0.000175,59.017662,57.763667,59.004837,59.025436,57.750000,57.770000
340,5060.000000,5119.000000,0.000529,0.000201,0.000329,59.012163,57.758167,59.002121,59.016739,57.740000,57.770000
341,5070.000000,5129.000000,0.000530,0.000151,0.000379,59.014129,57.761667,59.008499,59.018112,57.740000,57.780000
342,5020.000000,5079.000000,0.000532,0.000446,0.000086,58.998779,57.750000,58.987289,59.011520,57.730000,57.770000
343,100.000000,159.000000,0.000533,-0.000013,-0.000521,52.189549,51.054667,52.189072,52.190262,51.040000,51.080000
344,6340.000000,6399.000000,0.000535,-0.000121,0.000414,58.982215,57.757333,58.977371,58.984756,57.740000,57.790000
345,6370.000000,6429.000000,0.000540,-0.000306,-0.000234,58.975649,57.759333,58.965286,58.983505,57.740000,57.790000
346,590.000000,649.000000,0.000540,0.000281,0.000259,52.115781,50.811833,52.108994,52.125748,50.800000,50.830000
347,5910.000000,5969.000000,0.000544,-0.000082,-0.000462,58.992230,57.745000,58.990250,58.995163,57.730000,57.770000
348,3900.000000,3959.000000,0.000545,0.000162,0.000382,58.870495,57.589667,58.863297,58.874741,57.570000,57.600000
349,500.000000,559.000000,0.000545,-0.000123,-0.000421,52.113782,50.826667,52.110764,52.120102,50.810000,50.850000
350,5550.000000,5609.000000,0.000551,-0.000146,-0.000405,58.989114,57.752833,58.984879,58.994217,57.730000,57.770000
351,4610.000000,4669.000000,0.000552,0.000229,0.000322,58.924199,57.666000,58.918655,58.931168,57.650000,57.680000
352,6600.000000,6659.000000,0.000552,0.000275,-0.000277,58.963976,57.759000,58.957779,58.977066,57.740000,57.770000
353,190.000000,249.000000,0.000554,-0.000069,-0.000485,52.186613,50.998167,52.183853,52.188431,50.980000,51.020000
354,4160.000000,4219.000000,0.000556,0.000194,0.000362,58.882754,57.624667,58.876511,58.887558,57.600000,57.640000
355,4880.000000,4939.000000,0.000562,0.000178,0.000383,58.966056,57.708333,58.960037,58.972092,57.690000,57.720000
356,3320.000000,3379.000000,0.000565,-0.000416,-0.000149,58.978749,57.529833,58.966446,58.992477,57.520000,57.540000
357,6430.000000,6489.000000,0.000565,-0.000243,0.000323,58.958180,57.743500,58.951126,58.964890,57.730000,57.770000
358,6590.000000,6649.000000,0.000566,0.000163,-0.000403,58.961291,57.761333,58.957535,58.971268,57.740000,57.780000
359,4870.000000,4929.000000,0.000567,0.000177,0.000390,58.964297,57.706833,58.959579,58.968979,57.690000,57.720000
360,5900.000000,5959.000000,0.000569,-0.000092,-0.000477,58.993056,57.749167,58.990677,58.995865,57.730000,57.770000
361,5460.000000,5519.000000,0.000572,-0.000278,-0.000294,59.020608,57.766833,59.009628,59.026077,57.750000,57.800000
362,9160.000000,9219.000000,0.000578,-0.000124,-0.000454,64.209323,63.147167,64.206161,64.214859,63.120000,63.170000
363,6620.000000,6679.000000,0.000582,0.000532,-0.000050,58.971746,57.754167,58.961319,58.992477,57.740000,57.770000
364,5490.000000,5549.000000,0.000582,-0.000480,-0.000102,59.009308,57.761000,58.994217,59.022934,57.750000,57.770000
365,3620.000000,3679.000000,0.000584,-0.000287,0.000297,58.874917,57.519333,58.864944,58.880814,57.510000,57.540000
366,4470.000000,4529.000000,0.000584,0.000266,-0.000318,58.900095,57.661333,58.894180,58.908707,57.650000,57.680000
367,3840.000000,3899.000000,0.000587,0.000145,0.000442,58.856919,57.566000,58.853622,58.863297,57.550000,57.580000
368,120.000000,179.000000,0.000587,-0.000025,-0.000563,52.189209,51.042167,52.187943,52.190079,51.020000,51.060000
369,3890.000000,3949.000000,0.000588,0.000209,0.000378,58.868461,57.586333,58.861343,58.873917,57.570000,57.600000
370,6610.000000,6669.000000,0.000588,0.000360,-0.000228,58.967341,57.756000,58.960770,58.979904,57.740000,57.770000
371,3850.000000,3909.000000,0.000588,0.000236,0.000351,58.858805,57.570500,58.853622,58.867599,57.550000,57.580000
372,3420.000000,3479.000000,0.000589,-0.000439,-0.000150,58.927737,57.517833,58.916000,58.941116,57.500000,57.530000
373,5050.000000,5109.000000,0.000590,0.000280,0.000310,59.009541,57.755667,58.999619,59.015945,57.740000,57.770000
374,3630.000000,3689.000000,0.000595,-0.000341,0.000254,58.872117,57.522167,58.862411,58.879898,57.510000,57.540000
375,9130.000000,9189.000000,0.000598,-0.000417,-0.000181,64.217239,63.157333,64.208939,64.235794,63.140000,63.170000
376,3860.000000,3919.000000,0.000600,0.000296,0.000304,58.861029,57.574167,58.853622,58.868698,57.560000,57.590000
377,2020.000000,2079.000000,0.000600,0.000207,-0.000393,60.725523,59.616167,60.714981,60.728897,59.600000,59.650000
378,70.000000,129.000000,0.000602,0.000011,-0.000592,52.189536,51.071833,52.188858,52.190262,51.050000,51.090000
379,20.000000,79.000000,0.000605,0.000186,-0.000419,52.186456,51.087000,52.176559,52.189957,51.070000,51.110000
380,6450.000000,6509.000000,0.000607,-0.000214,0.000393,58.954140,57.747667,58.949173,58.961563,57.730000,57.770000
381,430.000000,489.000000,0.000607,-0.000164,-0.000443,52.127053,50.863333,52.122543,52.131210,50.840000,50.880000
382,3410.000000,3469.000000,0.000608,-0.000524,-0.000083,58.932269,57.519333,58.919662,58.949326,57.510000,57.530000
383,5010.000000,5069.000000,0.000613,0.000394,0.000220,58.994950,57.748500,58.986832,59.008499,57.730000,57.770000
384,4220.000000,4279.000000,0.000615,-0.000086,0.000529,58.886460,57.647167,58.883347,58.889145,57.630000,57.670000
385,7910.000000,7969.000000,0.000623,0.000122,0.000502,65.329817,64.338167,65.322556,65.332596,64.310000,64.360000
386,5480.000000,5539.000000,0.000626,-0.000413,-0.000213,59.013898,57.761500,58.998489,59.024307,57.750000,57.770000
387,180.000000,239.000000,0.000628,-0.000046,-0.000583,52.187321,51.003833,52.184616,52.188553,50.980000,51.030000
388,4210.000000,4269.000000,0.000638,-0.000038,0.000600,58.886907,57.642000,58.884476,58.889145,57.620000,57.670000
389,170.000000,229.000000,0.000642,-0.000030,-0.000611,52.187819,51.009333,52.186783,52.189072,50.990000,51.030000
390,8950.000000,9009.000000,0.000644,-0.000361,-0.000283,64.357234,63.168000,64.347000,64.372391,63.150000,63.180000
391,210.000000,269.000000,0.000645,-0.000104,-0.000542,52.185001,50.987833,52.182144,52.187790,50.970000,51.010000
392,3350.000000,3409.000000,0.000648,-0.000476,-0.000172,58.965934,57.525833,58.951126,58.978592,57.510000,57.540000
393,220.000000,279.000000,0.000652,-0.000109,-0.000543,52.184003,50.982167,52.180466,52.187393,50.960000,51.000000
394,200.000000,259.000000,0.000654,-0.000100,-0.000553,52.185919,50.992667,52.182877,52.188431,50.970000,51.020000
395,3650.000000,3709.000000,0.000656,-0.000324,0.000333,58.866010,57.527667,58.858261,58.876755,57.510000,57.550000
396,130.000000,189.000000,0.000657,-0.000022,-0.000635,52.188957,51.036667,52.187943,52.189835,51.010000,51.060000
397,6410.000000,6469.000000,0.000664,-0.000262,-0.000401,58.963506,57.743333,58.955307,58.973495,57.730000,57.770000
398,90.000000,149.000000,0.000665,0.000001,-0.000665,52.189498,51.061000,52.188858,52.190262,51.040000,51.090000
399,9420.000000,9479.000000,0.000666,-0.000336,-0.000330,64.139098,63.018500,64.133499,64.154312,63.000000,63.040000
400,3400.000000,3459.000000,0.000671,-0.000589,-0.000081,58.937663,57.519500,58.922440,58.955948,57.510000,57.530000
401,6630.000000,6689.000000,0.000678,0.000676,-0.000002,58.977495,57.752833,58.962296,58.997726,57.740000,57.770000
402,3360.000000,3419.000000,0.000683,-0.000544,-0.000138,58.960823,57.524167,58.941116,58.975266,57.510000,57.540000
403,3640.000000,3699.000000,0.000683,-0.000357,0.000326,58.869084,57.524667,58.860397,58.878860,57.510000,57.540000
404,160.000000,219.000000,0.000688,-0.000028,-0.000660,52.188127,51.016000,52.186905,52.189316,51.000000,51.050000
405,7950.000000,8009.000000,0.000690,-0.000203,-0.000487,65.327307,64.337833,65.319534,65.332474,64.310000,64.360000
406,6440.000000,6499.000000,0.000691,-0.000240,0.000452,58.956119,57.746833,58.950912,58.962143,57.730000,57.770000
407,3310.000000,3369.000000,0.000692,-0.000464,-0.000228,58.983564,57.531167,58.970718,59.000626,57.520000,57.540000
408,8930.000000,8989.000000,0.000692,-0.000648,-0.000045,64.367606,63.173167,64.354538,64.390884,63.160000,63.180000
409,8940.000000,8999.000000,0.000693,-0.000474,-0.000219,64.362187,63.171167,64.352219,64.383438,63.160000,63.180000
410,4940.000000,4999.000000,0.000694,0.000169,0.000525,58.975777,57.713667,58.972214,58.983719,57.690000,57.730000
411,1920.000000,1979.000000,0.000695,0.000669,0.000026,60.674129,59.648333,60.651962,60.689285,59.630000,59.660000
412,2060.000000,2119.000000,0.000698,-0.000159,-0.000538,60.725782,59.600333,60.720627,60.728867,59.570000,59.620000
413,1930.000000,1989.000000,0.000699,0.000585,-0.000114,60.679942,59.648000,60.661697,60.696671,59.630000,59.660000
414,9300.000000,9359.000000,0.000700,-0.000130,-0.000570,64.191481,63.072000,64.187027,64.195175,63.040000,63.090000
415,5000.000000,5059.000000,0.000703,0.000320,0.000384,58.991461,57.745500,58.983719,59.002121,57.730000,57.770000
416,3370.000000,3429.000000,0.000706,-0.000578,-0.000127,58.955204,57.524000,58.938736,58.968765,57.510000,57.540000
417,3880.000000,3939.000000,0.000706,0.000239,0.000467,58.866143,57.582333,58.858414,58.871964,57.560000,57.600000
418,490.000000,549.000000,0.000706,-0.000181,-0.000525,52.115545,50.831833,52.111649,52.122543,50.810000,50.850000
419,9240.000000,9299.000000,0.000707,-0.000160,-0.000547,64.199526,63.093167,64.195175,64.203598,63.070000,63.120000
420,230.000000,289.000000,0.000709,-0.000108,-0.000600,52.182819,50.976833,52.179459,52.186783,50.950000,51.000000
421,4970.000000,5029.000000,0.000711,0.000264,0.000447,58.982354,57.731167,58.974625,58.988205,57.720000,57.750000
422,3870.000000,3929.000000,0.000711,0.000283,0.000428,58.863604,57.577667,58.855087,58.870255,57.560000,57.600000
423,480.000000,539.000000,0.000716,-0.000222,-0.000494,52.117295,50.836167,52.112686,52.123795,50.820000,50.860000
424,8960.000000,9019.000000,0.000723,-0.000347,-0.000375,64.352949,63.165333,64.340012,64.363663,63.150000,63.180000
425,440.000000,499.000000,0.000723,-0.000163,-0.000560,52.125486,50.860000,52.120438,52.130814,50.840000,50.880000
426,9100.000000,9159.000000,0.000728,-0.000651,-0.000077,64.233316,63.162500,64.215256,64.249924,63.150000,63.170000
427,3380.000000,3439.000000,0.000737,-0.000609,-0.000127,58.949697,57.522000,58.932877,58.966446,57.510000,57.540000
428,9090.000000,9149.000000,0.000737,-0.000638,0.000099,64.239558,63.162667,64.219376,64.256973,63.150000,63.170000
429,3390.000000,3449.000000,0.000739,-0.000608,-0.000131,58.943546,57.520667,58.925583,58.962997,57.510000,57.540000
430,80.000000,139.000000,0.000748,0.000014,-0.000735,52.189488,51.066333,52.188858,52.190262,51.040000,51.090000
431,1890.000000,1949.000000,0.000748,0.000627,0.000121,60.654294,59.645000,60.636063,60.673874,59.630000,59.660000
432,1940.000000,1999.000000,0.000748,0.000546,-0.000203,60.686076,59.647000,60.665878,60.704605,59.630000,59.660000
433,380.000000,439.000000,0.000754,-0.000173,-0.000581,52.135190,50.878500,52.130905,52.144089,50.860000,50.900000
434,600.000000,659.000000,0.000760,0.000379,0.000381,52.119382,50.814667,52.110764,52.135391,50.800000,50.830000
435,1960.000000,2019.000000,0.000761,0.000584,-0.000177,60.698094,59.642833,60.683762,60.714951,59.630000,59.650000
436,9080.000000,9139.000000,0.000775,-0.000590,0.000185,64.246575,63.161500,64.226639,64.265884,63.150000,63.170000
437,9170.000000,9229.000000,0.000777,-0.000103,-0.000674,64.208077,63.142167,64.204269,64.211288,63.110000,63.170000
438,240.000000,299.000000,0.000785,-0.000120,-0.000665,52.181561,50.970333,52.176132,52.184372,50.950000,51.000000
439,150.000000,209.000000,0.000787,-0.000029,-0.000758,52.188446,51.022833,52.186905,52.189316,51.000000,51.050000
440,470.000000,529.000000,0.000788,-0.000236,-0.000552,52.119143,50.841667,52.113113,52.124802,50.820000,50.860000
441,6400.000000,6459.000000,0.000798,-0.000298,-0.000500,58.966606,57.746500,58.960526,58.977371,57.730000,57.770000
442,10.000000,69.000000,0.000799,0.000333,-0.000467,52.183417,51.090167,52.168381,52.189163,51.070000,51.110000
443,8920.000000,8979.000000,0.000800,-0.000796,-0.000003,64.374468,63.174000,64.355301,64.398392,63.160000,63.180000
444,1950.000000,2009.000000,0.000805,0.000556,-0.000250,60.692334,59.645667,60.673874,60.711258,59.630000,59.660000
445,1880.000000,1939.000000,0.000812,0.000673,0.000139,60.647170,59.643167,60.622177,60.665878,59.630000,59.660000
446,450.000000,509.000000,0.000812,-0.000187,-0.000625,52.123701,50.854833,52.115799,52.128555,50.830000,50.880000
447,140.000000,199.000000,0.000823,-0.000032,-0.000791,52.188617,51.030333,52.186905,52.189316,51.000000,51.060000
448,3300.000000,3359.000000,0.000831,-0.000586,-0.000246,58.988898,57.533833,58.975266,59.008713,57.520000,57.550000
449,1910.000000,1969.000000,0.000836,0.000726,0.000111,60.667503,59.647500,60.647507,60.687515,59.640000,59.660000
450,6650.000000,6709.000000,0.000839,0.000753,-0.000086,58.991422,57.752333,58.972153,59.015549,57.740000,57.770000
451,8970.000000,9029.000000,0.000840,-0.000372,-0.000468,64.349269,63.162500,64.338333,64.357529,63.140000,63.180000
452,4980.000000,5039.000000,0.000843,0.000265,0.000578,58.985090,57.736000,58.977127,58.996048,57.720000,57.760000
453,4130.000000,4189.000000,0.000845,0.000198,0.000647,58.876957,57.609667,58.872147,58.884079,57.590000,57.640000
454,4990.000000,5049.000000,0.000849,0.000279,0.000570,58.988297,57.741500,58.978989,58.997543,57.720000,57.770000
455,9380.000000,9439.000000,0.000850,-0.000680,-0.000170,64.161102,63.031833,64.138779,64.182022,63.020000,63.040000
456,9200.000000,9259.000000,0.000851,-0.000113,-0.000737,64.204883,63.121167,64.201279,64.207993,63.100000,63.150000
457,4960.000000,5019.000000,0.000851,0.000277,0.000575,58.980072,57.725333,58.973648,58.987289,57.700000,57.750000
458,4950.000000,5009.000000,0.000855,0.000237,0.000618,58.977812,57.718500,58.973190,58.986649,57.690000,57.740000
459,9190.000000,9249.000000,0.000855,-0.000103,-0.000752,64.205897,63.129000,64.202774,64.208328,63.110000,63.150000
460,9210.000000,9269.000000,0.000856,-0.000120,-0.000736,64.203705,63.112000,64.199600,64.207321,63.080000,63.140000
461,6640.000000,6699.000000,0.000861,0.000719,-0.000142,58.983970,57.752333,58.962814,59.004288,57.740000,57.770000
