Rank,Interval start (s),Interval end (s),Sum of abs(slope),Slope: Tref (°C),Slope: t2 (°C),Mean: Tref (°C),Mean: t2 (°C),Min: Tref (°C),Max: Tref (°C),Min: t2 (°C),Max: t2 (°C)
691,8380.000000,8439.000000,0.003258,-0.001387,-0.001872,64.915845,63.753333,64.869858,64.961166,63.690000,63.800000
692,8410.000000,8469.000000,0.003279,-0.001568,-0.001711,64.872513,63.698667,64.833603,64.917953,63.650000,63.760000
693,2270.000000,2329.000000,0.003294,-0.001649,-0.001645,60.552355,59.355167,60.499374,60.599930,59.310000,59.410000
694,8270.000000,8329.000000,0.003295,-0.001653,-0.001642,65.069449,63.929500,65.023453,65.113754,63.880000,63.980000
695,2370.000000,2429.000000,0.003310,-0.001256,-0.002054,60.397380,59.165000,60.360977,60.433853,59.100000,59.230000
696,2940.000000,2999.000000,0.003322,-0.001462,-0.001859,59.387082,57.850333,59.338089,59.429489,57.790000,57.910000
697,1800.000000,1859.000000,0.003355,0.001888,0.001467,60.542359,59.550667,60.495285,60.595810,59.510000,59.600000
698,2920.000000,2979.000000,0.003366,-0.001578,-0.001788,59.418258,57.887000,59.375320,59.466141,57.830000,57.940000
699,2380.000000,2439.000000,0.003373,-0.001313,-0.002059,60.385325,59.145333,60.344620,60.420853,59.080000,59.210000
700,1770.000000,1829.000000,0.003381,0.001760,0.001622,60.487071,59.503000,60.416275,60.537643,59.450000,59.550000
701,2300.000000,2359.000000,0.003384,-0.001545,-0.001839,60.504161,59.302667,60.461960,60.555862,59.240000,59.360000
702,2280.000000,2339.000000,0.003388,-0.001755,-0.001633,60.535854,59.338667,60.489151,60.580185,59.290000,59.390000
703,2930.000000,2989.000000,0.003394,-0.001501,-0.001893,59.402872,57.869667,59.356064,59.454269,57.810000,57.930000
704,2950.000000,3009.000000,0.003401,-0.001466,-0.001935,59.371857,57.830833,59.327927,59.418289,57.770000,57.890000
705,8390.000000,8449.000000,0.003407,-0.001460,-0.001947,64.901279,63.736167,64.857742,64.938828,63.680000,63.790000
706,670.000000,729.000000,0.003410,0.002451,0.000959,52.226123,50.868500,52.152573,52.304184,50.840000,50.910000
707,2360.000000,2419.000000,0.003418,-0.001365,-0.002053,60.410990,59.185333,60.369949,60.461960,59.120000,59.250000
708,2290.000000,2349.000000,0.003421,-0.001715,-0.001706,60.520077,59.320833,60.476212,60.572464,59.260000,59.380000
709,2990.000000,3049.000000,0.003429,-0.001939,-0.001490,59.302796,57.759833,59.247299,59.355850,57.720000,57.820000
710,2310.000000,2369.000000,0.003430,-0.001506,-0.001923,60.487767,59.284333,60.435715,60.533432,59.220000,59.340000
711,8400.000000,8459.000000,0.003449,-0.001562,-0.001887,64.887192,63.718167,64.839371,64.928238,63.660000,63.780000
712,2340.000000,2399.000000,0.003468,-0.001570,-0.001898,60.441675,59.225667,60.402542,60.486099,59.170000,59.290000
713,2910.000000,2969.000000,0.003488,-0.001675,-0.001812,59.433273,57.906500,59.388199,59.482895,57.850000,57.970000
714,7720.000000,7779.000000,0.003492,0.001606,0.001886,65.129344,64.189500,65.076279,65.174179,64.120000,64.250000
715,2350.000000,2409.000000,0.003500,-0.001489,-0.002012,60.426630,59.205000,60.379013,60.474045,59.140000,59.260000
716,2390.000000,2449.000000,0.003523,-0.001422,-0.002100,60.371252,59.123833,60.328781,60.412491,59.060000,59.190000
717,6730.000000,6789.000000,0.003540,0.002637,0.000903,59.098451,57.786167,59.034317,59.179886,57.750000,57.830000
718,2400.000000,2459.000000,0.003551,-0.001429,-0.002122,60.356664,59.101500,60.311996,60.401566,59.030000,59.170000
719,2880.000000,2939.000000,0.003556,-0.001543,-0.002013,59.482539,57.964500,59.431686,59.528366,57.910000,58.030000
720,2980.000000,3039.000000,0.003557,-0.001827,-0.001730,59.322095,57.775833,59.261673,59.375320,57.730000,57.830000
721,1820.000000,1879.000000,0.003577,0.001808,0.001769,60.577434,59.583000,60.518936,60.622177,59.520000,59.640000
722,2330.000000,2389.000000,0.003590,-0.001593,-0.001997,60.455616,59.245500,60.412491,60.497330,59.190000,59.320000
723,2970.000000,3029.000000,0.003592,-0.001757,-0.001835,59.340215,57.793000,59.289108,59.387405,57.740000,57.850000
724,2960.000000,3019.000000,0.003604,-0.001610,-0.001994,59.356063,57.811667,59.300583,59.397537,57.750000,57.870000
725,2890.000000,2949.000000,0.003607,-0.001644,-0.001962,59.467030,57.944833,59.418747,59.509384,57.890000,58.000000
726,2900.000000,2959.000000,0.003619,-0.001705,-0.001913,59.450363,57.925000,59.397537,59.499741,57.870000,57.990000
727,1810.000000,1869.000000,0.003624,0.001939,0.001685,60.559858,59.566667,60.505173,60.612869,59.520000,59.630000
728,2320.000000,2379.000000,0.003650,-0.001578,-0.002073,60.470697,59.265500,60.420853,60.516556,59.200000,59.330000
729,2410.000000,2469.000000,0.003674,-0.001529,-0.002145,60.341428,59.081833,60.292740,60.379013,59.020000,59.150000
730,2860.000000,2919.000000,0.003740,-0.001595,-0.002144,59.514637,58.007333,59.466141,59.559464,57.940000,58.070000
731,2870.000000,2929.000000,0.003765,-0.001568,-0.002196,59.498567,57.984833,59.454269,59.548874,57.920000,58.050000
732,680.000000,739.000000,0.003771,0.002650,0.001121,52.251740,50.878833,52.183456,52.344437,50.840000,50.920000
733,1760.000000,1819.000000,0.003795,0.002203,0.001592,60.466767,59.488833,60.382462,60.518936,59.450000,59.530000
734,7710.000000,7769.000000,0.003816,0.001776,0.002039,65.112960,64.172000,65.063492,65.159103,64.110000,64.230000
735,7700.000000,7759.000000,0.003841,0.001816,0.002025,65.095891,64.153833,65.042007,65.149796,64.100000,64.210000
736,2420.000000,2479.000000,0.003844,-0.001719,-0.002125,60.325545,59.060833,60.268478,60.369614,59.000000,59.120000
737,2790.000000,2849.000000,0.003845,-0.001685,-0.002159,59.637927,58.159833,59.597366,59.687912,58.100000,58.220000
738,7690.000000,7749.000000,0.003865,0.001938,0.001927,65.075997,64.135500,65.012741,65.137314,64.070000,64.210000
739,2810.000000,2869.000000,0.003870,-0.001694,-0.002175,59.601809,58.116833,59.550613,59.647537,58.050000,58.190000
740,2800.000000,2859.000000,0.003905,-0.001717,-0.002188,59.620502,58.139000,59.561081,59.674728,58.080000,58.200000
741,2850.000000,2909.000000,0.003907,-0.001664,-0.002243,59.531754,58.029000,59.482895,59.594833,57.960000,58.100000
742,2530.000000,2589.000000,0.003911,-0.001674,-0.002237,60.123954,58.795167,60.068588,60.175858,58.730000,58.860000
743,6740.000000,6799.000000,0.003917,0.002917,0.001000,59.124988,57.796500,59.047012,59.220352,57.760000,57.840000
744,7680.000000,7739.000000,0.003924,0.002122,0.001802,65.054405,64.112333,64.983963,65.114273,64.050000,64.170000
745,2820.000000,2879.000000,0.003929,-0.001775,-0.002154,59.584677,58.095000,59.528366,59.634628,58.030000,58.160000
746,2780.000000,2839.000000,0.003951,-0.001789,-0.002162,59.654232,58.181333,59.604294,59.714188,58.110000,58.250000
747,2520.000000,2579.000000,0.004014,-0.001720,-0.002295,60.141389,58.818333,60.098618,60.194534,58.750000,58.890000
748,2440.000000,2499.000000,0.004054,-0.001770,-0.002284,60.290206,59.014667,60.242294,60.336563,58.940000,59.080000
749,2540.000000,2599.000000,0.004070,-0.001716,-0.002353,60.106663,58.771500,60.056137,60.155502,58.690000,58.840000
750,2830.000000,2889.000000,0.004092,-0.001899,-0.002193,59.566717,58.072500,59.509384,59.616592,58.000000,58.130000
751,2560.000000,2619.000000,0.004104,-0.001588,-0.002516,60.073563,58.723167,60.023575,60.121201,58.650000,58.800000
752,2840.000000,2899.000000,0.004105,-0.001869,-0.002236,59.549435,58.051000,59.502518,59.601517,57.990000,58.120000
753,2430.000000,2489.000000,0.004111,-0.001856,-0.002255,60.307597,59.038167,60.253220,60.360977,58.960000,59.120000
754,2550.000000,2609.000000,0.004123,-0.001728,-0.002395,60.089715,58.748500,60.041702,60.145462,58.670000,58.820000
755,2720.000000,2779.000000,0.004127,-0.001735,-0.002392,59.769851,58.322333,59.719376,59.821457,58.250000,58.400000
756,2450.000000,2509.000000,0.004157,-0.001753,-0.002404,60.273446,58.991500,60.218979,60.328781,58.920000,59.060000
757,2750.000000,2809.000000,0.004226,-0.001869,-0.002357,59.712487,58.250167,59.654709,59.760452,58.190000,58.320000
758,6750.000000,6809.000000,0.004229,0.003156,0.001073,59.155237,57.808333,59.071609,59.246689,57.780000,57.850000
759,2770.000000,2829.000000,0.004250,-0.002001,-0.002250,59.674118,58.204833,59.617416,59.738297,58.140000,58.280000
760,2570.000000,2629.000000,0.004251,-0.001746,-0.002505,60.056445,58.699000,59.999405,60.105576,58.630000,58.770000
761,2460.000000,2519.000000,0.004265,-0.001745,-0.002521,60.254899,58.968667,60.200089,60.304916,58.900000,59.050000
762,2730.000000,2789.000000,0.004277,-0.001891,-0.002386,59.750548,58.297333,59.688522,59.806595,58.220000,58.370000
763,2580.000000,2639.000000,0.004291,-0.001806,-0.002485,60.037757,58.674500,59.978348,60.094101,58.600000,58.750000
764,2630.000000,2689.000000,0.004298,-0.001964,-0.002334,59.943837,58.551667,59.878372,59.998337,58.480000,58.620000
765,2760.000000,2819.000000,0.004305,-0.002023,-0.002281,59.693727,58.227167,59.634628,59.747330,58.160000,58.290000
766,1750.000000,1809.000000,0.004310,0.002519,0.001791,60.444803,59.471000,60.369247,60.503799,59.400000,59.520000
767,2510.000000,2569.000000,0.004311,-0.001884,-0.002427,60.159282,58.842833,60.105637,60.217728,58.770000,58.920000
768,7670.000000,7729.000000,0.004323,0.002284,0.002039,65.033241,64.091000,64.964584,65.094894,64.010000,64.150000
769,2620.000000,2679.000000,0.004331,-0.001866,-0.002465,59.963310,58.575500,59.901535,60.019424,58.510000,58.650000
770,2590.000000,2649.000000,0.004332,-0.001853,-0.002479,60.019442,58.648833,59.967850,60.066849,58.570000,58.720000
771,2740.000000,2799.000000,0.004339,-0.001911,-0.002428,59.730816,58.273000,59.674728,59.789291,58.200000,58.350000
772,2610.000000,2669.000000,0.004351,-0.001872,-0.002480,59.984346,58.598333,59.926010,60.041519,58.520000,58.670000
773,2470.000000,2529.000000,0.004362,-0.001816,-0.002546,60.235949,58.943000,60.175858,60.290817,58.860000,59.020000
774,6760.000000,6819.000000,0.004365,0.003238,0.001128,59.186631,57.817833,59.082596,59.296463,57.790000,57.850000
775,690.000000,749.000000,0.004375,0.002943,0.001432,52.278804,50.891667,52.201828,52.366470,50.850000,50.950000
776,2600.000000,2659.000000,0.004392,-0.001867,-0.002524,60.002286,58.624167,59.948593,60.053116,58.550000,58.710000
777,2640.000000,2699.000000,0.004404,-0.002130,-0.002275,59.923672,58.527500,59.859512,59.978348,58.450000,58.600000
778,2710.000000,2769.000000,0.004428,-0.001841,-0.002587,59.787065,58.347167,59.738663,59.838272,58.270000,58.430000
779,2480.000000,2539.000000,0.004467,-0.001929,-0.002537,60.216862,58.916667,60.156601,60.266159,58.840000,59.000000
780,2500.000000,2559.000000,0.004475,-0.001978,-0.002497,60.179365,58.867167,60.123917,60.240829,58.790000,58.950000
781,1740.000000,1799.000000,0.004497,0.002712,0.001785,60.420411,59.452667,60.347580,60.494156,59.390000,59.510000
782,2700.000000,2759.000000,0.004527,-0.001828,-0.002699,59.804258,58.373667,59.751877,59.856705,58.300000,58.460000
783,2690.000000,2749.000000,0.004551,-0.001762,-0.002789,59.823168,58.400167,59.761215,59.875290,58.320000,58.480000
784,1720.000000,1779.000000,0.004558,0.002592,0.001966,60.365774,59.414833,60.290268,60.455032,59.350000,59.480000
785,1730.000000,1789.000000,0.004563,0.002752,0.001812,60.393661,59.435333,60.304977,60.474594,59.380000,59.500000
786,2660.000000,2719.000000,0.004592,-0.002130,-0.002462,59.881837,58.479500,59.824936,59.948593,58.400000,58.550000
787,2650.000000,2709.000000,0.004597,-0.002263,-0.002333,59.902790,58.503833,59.838272,59.966019,58.420000,58.570000
788,2490.000000,2549.000000,0.004626,-0.002062,-0.002565,60.198539,58.891667,60.145462,60.253220,58.820000,58.970000
789,2680.000000,2739.000000,0.004628,-0.001833,-0.002794,59.842246,58.427500,59.792801,59.901535,58.350000,58.510000
790,2670.000000,2729.000000,0.004656,-0.001959,-0.002697,59.860869,58.454500,59.806961,59.922379,58.370000,58.530000
791,6770.000000,6829.000000,0.004819,0.003459,0.001361,59.221626,57.830833,59.128189,59.329880,57.790000,57.880000
792,700.000000,759.000000,0.004858,0.003197,0.001661,52.308851,50.906667,52.219437,52.409683,50.860000,50.960000
793,1710.000000,1769.000000,0.005020,0.002635,0.002385,60.339149,59.393000,60.257706,60.413284,59.320000,59.480000
794,7660.000000,7719.000000,0.005044,0.002359,0.002685,65.010721,64.067000,64.939926,65.068588,63.970000,64.130000
795,710.000000,769.000000,0.005169,0.003397,0.001772,52.343135,50.923833,52.247025,52.449997,50.870000,50.980000
796,1700.000000,1759.000000,0.005279,0.002888,0.002391,60.310696,59.368500,60.211746,60.382462,59.300000,59.440000
797,6780.000000,6839.000000,0.005394,0.003650,0.001744,59.256688,57.847667,59.154343,59.364670,57.800000,57.920000
798,1690.000000,1749.000000,0.005608,0.003100,0.002508,60.280365,59.346167,60.183548,60.363815,59.260000,59.420000
799,720.000000,779.000000,0.005787,0.003819,0.001968,52.380225,50.942000,52.280258,52.501938,50.890000,51.010000
800,7650.000000,7709.000000,0.005794,0.002628,0.003166,64.985196,64.039167,64.903702,65.062302,63.930000,64.120000
801,1680.000000,1739.000000,0.005916,0.003318,0.002598,60.248493,59.320833,60.148361,60.347580,59.240000,59.400000
802,6790.000000,6849.000000,0.005973,0.003824,0.002149,59.293531,57.868667,59.179886,59.417526,57.810000,57.950000
803,1670.000000,1729.000000,0.006064,0.003523,0.002541,60.215142,59.293667,60.093521,60.304977,59.210000,59.380000
804,7640.000000,7699.000000,0.006294,0.002792,0.003502,64.956590,64.007333,64.868942,65.033798,63.900000,64.120000
805,730.000000,789.000000,0.006349,0.004191,0.002158,52.419362,50.962667,52.304184,52.556931,50.890000,51.030000
806,7600.000000,7659.000000,0.006368,0.003321,0.003046,64.833497,63.874833,64.732681,64.929977,63.790000,63.980000
807,7590.000000,7649.000000,0.006391,0.003387,0.003004,64.800673,63.842833,64.702408,64.903702,63.750000,63.930000
808,7630.000000,7689.000000,0.006445,0.002920,0.003525,64.928600,63.972667,64.836990,65.004105,63.870000,64.070000
809,7620.000000,7679.000000,0.006479,0.003049,0.003430,64.900515,63.939667,64.815201,64.982162,63.850000,64.060000
810,7610.000000,7669.000000,0.006485,0.003318,0.003167,64.867431,63.906167,64.757431,64.964584,63.810000,64.000000
811,6800.000000,6859.000000,0.006525,0.003997,0.002528,59.333242,57.890667,59.223740,59.448990,57.830000,57.970000
812,1660.000000,1719.000000,0.006581,0.003863,0.002718,60.177011,59.265333,60.046616,60.286087,59.170000,59.340000
813,7580.000000,7639.000000,0.006651,0.003480,0.003171,64.767586,63.811000,64.666702,64.867599,63.700000,63.900000
814,7570.000000,7629.000000,0.007128,0.003547,0.003580,64.731917,63.776667,64.620438,64.836990,63.650000,63.870000
815,6810.000000,6869.000000,0.007151,0.004202,0.002949,59.373610,57.915833,59.246689,59.522354,57.830000,58.020000
816,1650.000000,1709.000000,0.007162,0.004020,0.003141,60.137431,59.236167,60.023392,60.248917,59.130000,59.320000
817,740.000000,799.000000,0.007176,0.004816,0.002360,52.465739,50.986500,52.344437,52.629349,50.920000,51.070000
818,1610.000000,1669.000000,0.007582,0.004052,0.003530,59.973904,59.092833,59.843002,60.093521,59.010000,59.210000
819,1600.000000,1659.000000,0.007686,0.004316,0.003370,59.931397,59.056500,59.805893,60.046616,58.950000,59.180000
820,1640.000000,1699.000000,0.007687,0.004099,0.003588,60.098612,59.202833,59.980270,60.209854,59.070000,59.320000
821,7560.000000,7619.000000,0.007703,0.003723,0.003980,64.692247,63.738667,64.565659,64.803848,63.610000,63.850000
822,6820.000000,6879.000000,0.007910,0.004692,0.003218,59.422081,57.948167,59.296463,59.576492,57.850000,58.050000
823,1590.000000,1649.000000,0.008008,0.004541,0.003467,59.887964,59.017500,59.737717,60.021835,58.890000,59.130000
824,750.000000,809.000000,0.008067,0.005338,0.002730,52.516034,51.012333,52.371048,52.687424,50.940000,51.100000
825,1620.000000,1679.000000,0.008135,0.004147,0.003988,60.016497,59.127667,59.895584,60.148361,59.020000,59.260000
826,1630.000000,1689.000000,0.008164,0.004141,0.004023,60.058232,59.163833,59.940598,60.177628,59.030000,59.270000
827,7550.000000,7609.000000,0.008366,0.004015,0.004350,64.654777,63.697833,64.536484,64.757431,63.560000,63.810000
828,760.000000,819.000000,0.008799,0.005743,0.003057,52.570582,51.040667,52.409683,52.752365,50.960000,51.140000
829,6830.000000,6889.000000,0.008826,0.005326,0.003500,59.472049,57.982667,59.333054,59.632034,57.890000,58.110000
830,1580.000000,1639.000000,0.008835,0.004853,0.003981,59.839748,58.975667,59.691452,59.969070,58.820000,59.070000
831,7540.000000,7599.000000,0.009038,0.004280,0.004757,64.614112,63.652333,64.490341,64.728012,63.490000,63.790000
832,7510.000000,7569.000000,0.009436,0.004451,0.004985,64.480593,63.506000,64.357681,64.611649,63.370000,63.660000
833,6840.000000,6899.000000,0.009481,0.005485,0.003996,59.522729,58.021167,59.364670,59.664505,57.910000,58.150000
834,7500.000000,7559.000000,0.009506,0.004451,0.005056,64.437490,63.454833,64.298264,64.564285,63.300000,63.610000
835,7530.000000,7589.000000,0.009527,0.004498,0.005029,64.570653,63.604333,64.433334,64.694412,63.460000,63.750000
836,7520.000000,7579.000000,0.009627,0.004544,0.005083,64.525663,63.554667,64.387131,64.661057,63.400000,63.700000
837,7490.000000,7549.000000,0.009673,0.004478,0.005196,64.391301,63.401167,64.261215,64.528915,63.230000,63.550000
838,770.000000,829.000000,0.009874,0.006375,0.003499,52.632392,51.074167,52.454666,52.834457,50.980000,51.180000
839,1570.000000,1629.000000,0.009904,0.004900,0.005004,59.792786,58.932667,59.654556,59.940598,58.770000,59.050000
840,7480.000000,7539.000000,0.010062,0.004521,0.005541,64.345452,63.346667,64.213608,64.482742,63.170000,63.490000
841,6850.000000,6909.000000,0.010068,0.005616,0.004453,59.576861,58.061833,59.421005,59.758774,57.940000,58.200000
842,1550.000000,1609.000000,0.010306,0.004943,0.005363,59.693897,58.834000,59.560471,59.843002,58.670000,59.010000
843,1530.000000,1589.000000,0.010311,0.005034,0.005277,59.591892,58.725333,59.452805,59.736221,58.580000,58.890000
844,1560.000000,1619.000000,0.010345,0.005012,0.005332,59.743783,58.886833,59.590500,59.890244,58.740000,59.030000
845,1540.000000,1599.000000,0.010400,0.005044,0.005356,59.643711,58.779500,59.474075,59.797623,58.600000,58.940000
846,6860.000000,6919.000000,0.010430,0.005883,0.004548,59.635632,58.104833,59.462845,59.821030,57.980000,58.240000
847,780.000000,839.000000,0.010512,0.006637,0.003875,52.694307,51.111167,52.504471,52.889542,51.010000,51.230000
848,7470.000000,7529.000000,0.010529,0.004518,0.006012,64.301194,63.289667,64.171066,64.430801,63.090000,63.470000
849,6870.000000,6929.000000,0.010641,0.005975,0.004666,59.698710,58.151667,59.522354,59.894791,58.020000,58.300000
850,1520.000000,1579.000000,0.010721,0.005315,0.005407,59.541519,58.671500,59.363846,59.691452,58.500000,58.830000
851,1510.000000,1569.000000,0.011099,0.005477,0.005622,59.486441,58.619333,59.325668,59.642258,58.450000,58.780000
852,790.000000,849.000000,0.011134,0.006837,0.004297,52.763028,51.152667,52.556931,52.968552,51.040000,51.280000
853,7460.000000,7519.000000,0.011148,0.004564,0.006584,64.256393,63.227000,64.120010,64.387131,63.030000,63.410000
854,6880.000000,6939.000000,0.011300,0.006434,0.004866,59.760457,58.199833,59.592941,59.957993,58.050000,58.350000
855,1500.000000,1559.000000,0.011381,0.005692,0.005689,59.431238,58.561167,59.255417,59.587814,58.380000,58.750000
856,7450.000000,7509.000000,0.011385,0.004793,0.006592,64.208048,63.163000,64.061935,64.348038,62.980000,63.360000
857,7440.000000,7499.000000,0.011461,0.005079,0.006382,64.156155,63.100667,63.978378,64.296860,62.920000,63.290000
858,800.000000,859.000000,0.011476,0.006892,0.004584,52.829251,51.196333,52.629349,53.005844,51.080000,51.340000
859,1490.000000,1549.000000,0.011843,0.005921,0.005922,59.372788,58.501833,59.188950,59.554245,58.320000,58.680000
860,6890.000000,6949.000000,0.011942,0.007060,0.004882,59.825729,58.249167,59.649246,60.042801,58.110000,58.400000
861,810.000000,869.000000,0.011975,0.007141,0.004834,52.900941,51.242500,52.687424,53.119553,51.100000,51.390000
862,7430.000000,7489.000000,0.011992,0.005845,0.006148,64.099545,63.038500,63.910294,64.247818,62.850000,63.230000
863,1480.000000,1539.000000,0.012121,0.005958,0.006163,59.314771,58.442000,59.156052,59.474075,58.250000,58.610000
864,7420.000000,7479.000000,0.012226,0.006392,0.005834,64.041219,62.977667,63.850571,64.213608,62.790000,63.170000
865,1470.000000,1529.000000,0.012424,0.005940,0.006484,59.256396,58.378500,59.063400,59.443771,58.170000,58.570000
866,820.000000,879.000000,0.012507,0.007327,0.005179,52.976159,51.295000,52.768753,53.214096,51.160000,51.470000
867,7410.000000,7469.000000,0.012622,0.006728,0.005893,63.977722,62.914333,63.762314,64.165329,62.730000,63.090000
868,6900.000000,6959.000000,0.012661,0.007262,0.005399,59.896486,58.302000,59.679398,60.102127,58.160000,58.490000
869,6910.000000,6969.000000,0.012996,0.007033,0.005962,59.966321,58.358667,59.758774,60.174362,58.200000,58.560000
870,1460.000000,1519.000000,0.013136,0.006220,0.006916,59.192363,58.311500,58.998306,59.360886,58.100000,58.500000
871,6920.000000,6979.000000,0.013181,0.006908,0.006273,60.035064,58.419833,59.821030,60.235123,58.240000,58.610000
872,6930.000000,6989.000000,0.013371,0.006893,0.006478,60.105502,58.481500,59.896469,60.336563,58.310000,58.670000
873,7400.000000,7459.000000,0.013402,0.006979,0.006423,63.908578,62.852667,63.704575,64.107407,62.640000,63.020000
874,1450.000000,1509.000000,0.013464,0.006393,0.007072,59.129835,58.241500,58.938797,59.322098,58.030000,58.440000
875,830.000000,889.000000,0.013512,0.007737,0.005776,53.049437,51.351500,52.842026,53.263962,51.200000,51.540000
876,1440.000000,1499.000000,0.013621,0.006440,0.007181,59.066554,58.171333,58.864212,59.255417,57.950000,58.380000
877,6940.000000,6999.000000,0.013878,0.007191,0.006687,60.180023,58.546000,59.969833,60.395157,58.350000,58.750000
878,7390.000000,7449.000000,0.013948,0.006989,0.006959,63.839906,62.786167,63.625443,64.051407,62.570000,62.970000
879,840.000000,899.000000,0.014080,0.007797,0.006283,53.127034,51.412000,52.898666,53.384506,51.250000,51.610000
880,7380.000000,7439.000000,0.014126,0.006817,0.007309,63.770395,62.716167,63.584549,63.974655,62.500000,62.920000
881,1430.000000,1489.000000,0.014215,0.006915,0.007300,58.999271,58.100167,58.797867,59.183426,57.880000,58.320000
882,6950.000000,7009.000000,0.014535,0.007591,0.006944,60.253850,58.618000,60.042801,60.482040,58.400000,58.870000
883,1420.000000,1479.000000,0.014545,0.007085,0.007460,58.930056,58.024333,58.726334,59.146927,57.780000,58.240000
884,7320.000000,7379.000000,0.014586,0.006699,0.007886,63.347629,62.256833,63.144638,63.571365,62.000000,62.490000
885,7330.000000,7389.000000,0.014635,0.006992,0.007642,63.417490,62.337167,63.222244,63.625443,62.100000,62.570000
886,7370.000000,7429.000000,0.014726,0.007154,0.007572,63.700716,62.643500,63.472916,63.910294,62.430000,62.850000
887,7340.000000,7399.000000,0.014742,0.007166,0.007576,63.487770,62.413833,63.277023,63.698685,62.190000,62.630000
888,7350.000000,7409.000000,0.014879,0.007097,0.007782,63.556982,62.489000,63.360367,63.762314,62.270000,62.730000
889,7360.000000,7419.000000,0.014972,0.007256,0.007716,63.627838,62.565333,63.414810,63.838730,62.330000,62.790000
890,850.000000,909.000000,0.015003,0.008039,0.006964,53.204620,51.477000,52.982925,53.442245,51.290000,51.700000
891,7310.000000,7369.000000,0.015061,0.006753,0.008308,63.278866,62.173000,63.074326,63.468277,61.910000,62.410000
892,1410.000000,1469.000000,0.015160,0.007267,0.007892,58.855072,57.944667,58.617081,59.042648,57.680000,58.170000
893,6960.000000,7019.000000,0.015238,0.007838,0.007401,60.326872,58.691167,60.110580,60.534164,58.490000,58.920000
894,6970.000000,7029.000000,0.015544,0.007708,0.007837,60.402055,58.766000,60.174362,60.628769,58.560000,59.000000
895,7300.000000,7359.000000,0.015689,0.006873,0.008816,63.211918,62.089667,63.014694,63.414810,61.820000,62.330000
896,860.000000,919.000000,0.015761,0.008341,0.007421,53.290793,51.547500,53.014603,53.552109,51.340000,51.770000
897,6980.000000,7039.000000,0.015799,0.007573,0.008226,60.480146,58.844000,60.256943,60.720322,58.620000,59.100000
898,6990.000000,7049.000000,0.016248,0.007653,0.008595,60.560838,58.929000,60.336563,60.788010,58.680000,59.190000
899,870.000000,929.000000,0.016472,0.008813,0.007659,53.377877,51.623167,53.119553,53.648972,51.400000,51.860000
900,1400.000000,1459.000000,0.016511,0.007912,0.008599,58.780192,57.861833,58.525772,58.998306,57.580000,58.100000
901,7290.000000,7349.000000,0.016738,0.007148,0.009590,63.140002,61.998167,62.912704,63.360367,61.690000,62.270000
902,880.000000,939.000000,0.016748,0.008733,0.008015,53.460295,51.702167,53.220688,53.689957,51.470000,51.960000
903,7000.000000,7059.000000,0.016773,0.008033,0.008739,60.639381,59.017167,60.414841,60.914719,58.760000,59.280000
904,1390.000000,1449.000000,0.017332,0.007963,0.009369,58.704056,57.772833,58.501297,58.938797,57.480000,58.030000
905,7010.000000,7069.000000,0.017449,0.008559,0.008891,60.721439,59.103833,60.482040,60.963150,58.850000,59.370000
906,7280.000000,7339.000000,0.017574,0.007617,0.009957,63.065016,61.900167,62.839767,63.271866,61.600000,62.180000
907,1380.000000,1439.000000,0.017621,0.007619,0.010002,58.626932,57.677333,58.404068,58.855942,57.370000,57.950000
908,7020.000000,7079.000000,0.017771,0.008703,0.009067,60.804829,59.192167,60.534164,61.054367,58.940000,59.460000
909,7040.000000,7099.000000,0.017792,0.008762,0.009029,60.982655,59.375000,60.720322,61.219131,59.110000,59.650000
910,7050.000000,7109.000000,0.017888,0.008542,0.009346,61.066724,59.467833,60.821335,61.327621,59.210000,59.760000
911,7180.000000,7239.000000,0.017905,0.008096,0.009809,62.234713,60.829333,61.973221,62.451523,60.530000,61.130000
912,890.000000,949.000000,0.017942,0.009296,0.008646,53.552624,51.786333,53.268295,53.843704,51.550000,52.070000
913,7030.000000,7089.000000,0.017978,0.008912,0.009066,60.894922,59.282500,60.652664,61.164352,59.020000,59.540000
914,7170.000000,7229.000000,0.018022,0.008146,0.009876,62.151784,60.729833,61.879410,62.414139,60.430000,61.030000
915,7270.000000,7329.000000,0.018120,0.007838,0.010282,62.989803,61.798833,62.766769,63.211502,61.490000,62.100000
916,1370.000000,1429.000000,0.018152,0.007671,0.010481,58.550774,57.575000,58.328201,58.794785,57.260000,57.870000
917,7190.000000,7249.000000,0.018379,0.008477,0.009902,62.318200,60.930167,62.083969,62.569229,60.630000,61.240000
918,1360.000000,1419.000000,0.018450,0.007749,0.010700,58.469294,57.470500,58.219864,58.708572,57.150000,57.780000
919,7160.000000,7219.000000,0.018517,0.008398,0.010120,62.063632,60.630167,61.767044,62.314224,60.310000,60.930000
920,7060.000000,7119.000000,0.018540,0.008629,0.009911,61.155629,59.564667,60.914719,61.450729,59.270000,59.870000
921,7260.000000,7319.000000,0.018597,0.007941,0.010655,62.911832,61.694500,62.680618,63.142288,61.360000,61.990000
922,1350.000000,1409.000000,0.018940,0.008118,0.010822,58.387779,57.364000,58.142654,58.611832,57.050000,57.680000
923,900.000000,959.000000,0.019060,0.009844,0.009216,53.651196,51.876333,53.384506,53.955185,51.620000,52.160000
